brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,20,"[5.78, 6.98]",上汽通用五菱,570,微型车,纯电动,2022.12,3年或10万公里
日产,ARIYA 艾睿雅,https://p3-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,19,"[19.99, 28.29]",东风日产,571,紧凑型SUV,纯电动,2023.07,3年或10万公里
蔚来,蔚来ES7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,12,"[43.8, 51.8]",蔚来,581,中大型SUV,纯电动,2024.02,3年或12万公里
广汽传祺,影酷,https://p3-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,12,"[10.18, 13.98]",广汽传祺,582,紧凑型SUV,汽油,2022.09,3年或10万公里
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,10,"[13.5, 17.8]",东风本田,583,小型SUV,纯电动,2022.04,3年或12万公里
标致,标致2008,https://p3-dcd.byteimg.com/img/motor-mis-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,10,"[9.97, 9.97]",东风标致,584,小型SUV,汽油,2021.10,3年或10万公里
江淮汽车,江淮X8 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,9,"[9.98, 16.98]",江汽集团,585,中型SUV,汽油,2023.10,3年或10万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,9,"[11.29, 13.89]",上汽通用别克,586,紧凑型SUV,汽油,2021.08,3年或10万公里
凯翼,轩度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/01a8d7ccd96c4467ac31dc7f624a5a3f~tplv-resize:640:0.png,9,"[7.98, 9.39]",凯翼汽车,587,紧凑型车,汽油,2023.06,3年或10万公里
奔腾,奔腾T55,https://p3-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,9,"[7.29, 9.69]",一汽奔腾,588,紧凑型SUV,汽油,2023.04,3年或10万公里
海马,海马7X,https://p3-dcd.byteimg.com/img/motor-mis-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,9,"[12.98, 16.38]",一汽海马,589,紧凑型MPV,汽油,2023.08,5年或10万公里
本田,享域,https://p3-dcd.byteimg.com/img/motor-mis-img/f2ed945c45d908125c08d0c9ae3c718c~tplv-resize:640:0.png,9,"[10.98, 16.99]",东风本田,590,紧凑型车,汽油,2022.03,3年或10万公里
雪佛兰,星迈罗,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,8,"[11, 13.5]",上汽通用雪佛兰,591,紧凑型SUV,汽油,2023.07,3年或10万公里
红旗,红旗国耀,https://p3-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,8,"[136.58, 146.58]",一汽红旗,592,大型SUV,汽油,2022.08,4年或10万公里
凯迪拉克,凯迪拉克XT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,8,"[17.97, 21.57]",上汽通用凯迪拉克,593,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
东风富康,富康ES600,https://p9-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,7,"[15.38, 16.38]",神龙汽车,594,紧凑型车,纯电动,2022.11,3年或12万公里
凯迪拉克,凯迪拉克CT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,7,"[16.97, 20.97]",上汽通用凯迪拉克,595,中型车,汽油,2022.11,3年不限里程
福特,EVOS,https://p9-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,6,"[17.98, 23.98]",长安福特,596,中型SUV,汽油,2021.11,3年或10万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,5,"[11.49, 15.69]",东风风行,597,中型MPV,汽油,2023.10,8年或16万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,5,"[7.99, 12.99]",东风小康,598,中型SUV,汽油,2021.11,7年或15万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,4,"[13.28, 16.89]",长安轻型车,599,微面,纯电动,2024.03,3年或6万公里
大众,探岳GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,3,"[18.19, 18.19]",一汽-大众,600,中型SUV,插电式混合动力,2023.09,3年或10万公里
现代,菲斯塔,https://p9-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,3,"[13.18, 14.78]",北京现代,601,紧凑型车,汽油,2022.11,3年或10万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,3,"[27, 39.8]",北京汽车,602,中大型SUV,汽油,2023.12,3年或10万公里
凯迪拉克,凯迪拉克GT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,2,"[16.47, 23.97]",上汽通用凯迪拉克,603,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
沃尔沃,沃尔沃C40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,2,"[29.2, 34.2]",沃尔沃亚太,604,紧凑型SUV,纯电动,2023.10,3年不限公里
五菱汽车,五菱星云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,1,"[8.98, 10.58]",上汽通用五菱,605,紧凑型SUV,油电混合,2023.09,3年或10万公里
凯迪拉克,IQ锐歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,1,"[29.77, 41.97]",上汽通用凯迪拉克,606,中大型SUV,纯电动,2023.11,3年不限公里
丰田,RAV4荣放PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png,1,"[21.68, 26.88]",一汽丰田,607,紧凑型SUV,插电式混合动力,2024.09,3年或10万公里
理念,广汽本田VE-1,https://p9-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,1,"[15.98, 18.6799]",广汽本田,608,小型SUV,纯电动,2022.09,3年或10万公里
凯迪拉克,凯迪拉克CT6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,1,"[30.47, 41.47]",上汽通用凯迪拉克,609,中大型车,汽油,2023.05,3年不限公里
